application_id,sector,region,legal_structure,years_in_operation,num_employees,annual_revenue_ghs,total_assets_ghs,current_ratio,debt_to_equity,profit_margin_pct,account_age_months,avg_monthly_transactions,avg_account_balance_ghs,previous_loans,previous_loan_performance,owner_age,owner_education,credit_bureau_score,owner_has_other_businesses,loan_amount_requested_ghs,loan_to_revenue_ratio,loan_purpose,loan_term_months,collateral_type,collateral_coverage_pct,interest_rate_pct,application_date,loan_status
APP002235,Services,Ashanti,Sole Proprietorship,6,3,264546,281497,1.62,3.5,5.9,11,107,26827,0,No History,52,Secondary,714,Yes,118451,0.45,Working Capital,24,Inventory,143.5,20.6,2025-11-24,Performing
APP002236,Services,Greater Accra,Partnership,4,1,252194,361601,0.39,1.46,-12.1,7,93,29724,2,Excellent,36,Tertiary,568,Yes,37351,0.15,Debt Refinancing,18,Personal Guarantee,24.5,21.0,2025-09-03,Non-Performing
APP002237,Transport,Ashanti,Partnership,1,197,4160058,4446984,0.73,1.62,22.6,29,65,347522,0,No History,36,Secondary,661,No,107094,0.03,Equipment Purchase,12,Inventory,79.0,22.6,2025-11-21,Performing
APP002238,Trading,Greater Accra,Limited Liability,11,16,163388,243687,0.88,0.77,15.3,16,79,18356,1,Good,46,Tertiary,616,Yes,16001,0.1,Working Capital,36,Personal Guarantee,12.7,24.1,2025-11-08,Performing
APP002239,Agriculture,Ashanti,Partnership,5,5,350434,370866,0.65,0.51,10.8,25,117,48312,1,Good,47,Tertiary,569,No,10000,0.03,Working Capital,48,Vehicle,85.9,25.7,2024-10-17,Performing
APP002240,Trading,Western,Sole Proprietorship,10,17,101734,71647,2.46,2.1,2.4,19,185,7746,1,Good,40,Tertiary,719,Yes,32483,0.32,Expansion,24,Personal Guarantee,22.4,20.7,2024-11-18,Performing
APP002241,Hospitality,Western,Limited Liability,10,6,357271,365639,1.15,1.95,12.7,36,94,54259,1,Fair,31,Tertiary,563,No,64854,0.18,Debt Refinancing,36,None,0.0,18.6,2024-11-18,Performing
APP002242,Agriculture,Greater Accra,Limited Liability,7,17,351691,268725,0.52,1.24,27.4,40,104,23070,0,No History,36,Tertiary,684,No,26592,0.08,Equipment Purchase,24,Inventory,91.0,25.6,2024-08-20,Performing
APP002243,Services,Greater Accra,Sole Proprietorship,7,8,226828,257998,2.35,0.73,10.4,22,87,34095,1,Good,43,Secondary,625,No,71280,0.31,Working Capital,48,Personal Guarantee,19.2,27.3,2025-01-31,Performing
APP002244,Healthcare,Bono,Partnership,3,8,1387283,1697783,1.17,1.02,-9.6,45,111,60202,2,Good,47,Secondary,605,No,63482,0.05,Equipment Purchase,24,Inventory,86.3,30.8,2025-01-12,Performing
APP002245,Transport,Greater Accra,Sole Proprietorship,5,6,56323,57539,1.95,5.0,-25.0,14,27,5921,0,No History,32,Tertiary,572,Yes,10000,0.18,Debt Refinancing,18,Vehicle,75.4,25.6,2025-01-02,Performing
APP002246,Services,Greater Accra,Sole Proprietorship,9,1,81631,56156,0.38,0.66,12.6,13,78,12915,1,Good,34,Secondary,536,No,34902,0.43,Working Capital,48,Property,60.8,21.1,2025-01-05,Performing
APP002247,Agriculture,Greater Accra,Partnership,3,51,146999,150200,1.24,0.33,-3.8,23,71,16636,0,No History,45,Postgraduate,598,No,153435,1.04,Expansion,36,None,0.0,26.4,2024-08-03,Non-Performing
APP002248,Hospitality,Greater Accra,Limited Liability,8,2,398096,268041,0.5,2.17,6.8,27,69,42430,0,No History,41,Secondary,576,No,97393,0.24,Working Capital,24,Personal Guarantee,29.8,23.4,2024-10-09,Performing
APP002249,Services,Ashanti,Sole Proprietorship,8,1,181671,220532,1.19,0.98,-1.7,40,80,22145,0,No History,43,Tertiary,627,No,29838,0.16,Expansion,36,Personal Guarantee,6.6,18.6,2024-12-07,Performing
APP002250,Agriculture,Central,Limited Liability,8,5,532978,698910,1.54,2.49,-2.6,20,77,39822,1,Excellent,25,Tertiary,518,Yes,111179,0.21,Debt Refinancing,12,Equipment,134.9,23.8,2025-10-24,Performing
APP002251,Agriculture,Greater Accra,Limited Liability,5,2,51497,75501,0.35,2.29,-1.2,24,77,2393,2,Good,38,Tertiary,607,No,346339,6.73,Expansion,36,Equipment,134.0,25.1,2025-11-13,Performing
APP002252,Transport,Ashanti,Limited Liability,3,7,41411,30392,0.97,0.4,-0.1,77,9,2904,2,Good,52,Tertiary,654,No,39165,0.95,Property Purchase,36,Equipment,81.2,29.7,2024-12-02,Performing
APP002253,Services,Western,Sole Proprietorship,13,14,212011,228797,0.38,2.12,17.3,12,116,12964,1,Good,34,Primary,562,Yes,125672,0.59,Expansion,24,Personal Guarantee,12.5,24.3,2025-07-10,Performing
APP002254,Hospitality,Ashanti,Limited Liability,11,19,126104,140074,2.02,1.08,14.9,18,103,19020,0,No History,47,Tertiary,682,No,107323,0.85,Property Purchase,36,Personal Guarantee,25.1,20.7,2025-10-03,Performing
APP002255,Transport,Northern,Sole Proprietorship,5,16,312211,446533,1.05,2.85,-6.5,27,34,44418,2,Excellent,27,Secondary,692,No,37146,0.12,Inventory,12,Equipment,122.1,18.0,2025-03-31,Performing
APP002256,Services,Northern,Partnership,6,5,141741,165064,0.52,2.85,-4.9,51,50,11073,1,Excellent,25,Postgraduate,517,Yes,19287,0.14,Expansion,18,Inventory,93.3,19.1,2025-08-12,Performing
APP002257,Manufacturing,Greater Accra,Sole Proprietorship,4,7,140693,102840,0.64,0.54,12.5,16,128,19743,1,Good,47,Tertiary,555,No,311971,2.22,Inventory,24,Inventory,145.4,20.1,2025-12-09,Performing
APP002258,Manufacturing,Eastern,Sole Proprietorship,1,11,193385,191976,0.72,0.37,20.6,8,55,12649,2,Excellent,41,Primary,506,Yes,177837,0.92,Working Capital,48,Vehicle,90.8,30.7,2024-09-26,Non-Performing
APP002259,Trading,Ashanti,Limited Liability,5,1,185336,220417,2.59,2.76,20.4,45,84,11852,2,Poor,37,Postgraduate,655,No,45340,0.24,Working Capital,12,Property,79.1,23.2,2024-08-08,Performing
APP002260,Manufacturing,Upper West,Sole Proprietorship,7,13,146735,180521,0.95,2.53,-4.0,15,83,19384,2,Fair,52,Secondary,630,No,201499,1.37,Working Capital,24,Property,73.2,23.6,2025-06-11,Non-Performing
APP002261,Hospitality,Ashanti,Sole Proprietorship,3,1,108415,149262,1.79,0.58,19.9,13,55,8589,0,No History,38,Secondary,483,Yes,104282,0.96,Working Capital,36,Property,123.1,28.4,2025-04-01,Non-Performing
APP002262,Services,Upper West,Sole Proprietorship,4,56,90248,68810,0.98,2.78,-13.3,17,41,4311,0,No History,34,Tertiary,564,Yes,200028,2.22,Property Purchase,36,Equipment,62.6,26.4,2024-12-08,Non-Performing
APP002263,Transport,Eastern,Partnership,4,4,454975,662620,0.39,1.32,5.6,14,29,57508,1,Good,33,Postgraduate,646,No,10000,0.02,Working Capital,24,None,0.0,23.0,2025-11-07,Performing
APP002264,Manufacturing,Greater Accra,Sole Proprietorship,5,6,267049,174443,0.63,0.15,13.8,27,82,42394,0,No History,30,Postgraduate,629,Yes,39803,0.15,Working Capital,48,Vehicle,136.1,28.6,2025-09-30,Performing
APP002265,Services,Ashanti,Limited Liability,4,3,2197305,3263845,1.28,0.92,-16.9,32,88,237127,4,Fair,47,Tertiary,722,Yes,288785,0.13,Working Capital,24,Personal Guarantee,9.1,21.3,2024-11-20,Performing
APP002266,Services,Bono,Sole Proprietorship,3,3,177634,243712,0.3,0.99,33.1,21,42,12725,1,Fair,38,Secondary,522,No,500000,2.81,Expansion,48,None,0.0,25.1,2025-08-23,Non-Performing
APP002267,Services,Central,Sole Proprietorship,5,71,75630,90320,1.44,0.08,23.9,19,90,6409,1,Excellent,55,Secondary,619,Yes,40547,0.54,Inventory,24,Equipment,93.3,19.0,2025-09-21,Performing
APP002268,Construction,Greater Accra,Sole Proprietorship,6,18,4814448,6073406,0.56,3.18,15.8,35,70,567324,0,No History,25,Secondary,534,Yes,39847,0.01,Expansion,36,Inventory,132.2,25.0,2024-12-23,Performing
APP002269,Trading,Western,Partnership,6,1,294096,195698,1.14,3.31,-3.6,14,83,36516,0,No History,53,Secondary,629,No,118546,0.4,Inventory,24,Equipment,133.3,28.1,2024-08-23,Performing
APP002270,Manufacturing,Greater Accra,Sole Proprietorship,1,33,694199,442435,0.65,3.7,7.2,14,66,101602,2,Good,46,Tertiary,604,Yes,84479,0.12,Equipment Purchase,18,Property,96.0,27.5,2025-10-03,Performing
APP002271,Agriculture,Greater Accra,Sole Proprietorship,7,24,231850,160344,1.64,0.5,17.5,22,71,34559,1,Excellent,40,Tertiary,643,Yes,102056,0.44,Vehicle Purchase,12,Personal Guarantee,16.6,27.6,2024-08-22,Performing
APP002272,Trading,Ashanti,Cooperative,2,5,378103,256589,1.03,0.92,-5.5,10,75,54202,2,Good,26,Tertiary,585,No,10000,0.03,Working Capital,36,Personal Guarantee,20.4,35.0,2025-03-16,Non-Performing
APP002273,Manufacturing,Greater Accra,Partnership,6,10,402378,439655,1.6,1.14,5.8,9,92,47407,0,No History,25,Primary,684,No,47158,0.12,Equipment Purchase,24,Personal Guarantee,20.7,22.9,2024-10-13,Performing
APP002274,Services,Central,Sole Proprietorship,7,7,39032,30987,0.3,0.39,18.9,16,95,3668,0,No History,51,Secondary,559,No,133967,3.43,Inventory,24,Property,108.1,20.4,2025-11-13,Performing
APP002275,Retail,Greater Accra,Sole Proprietorship,1,53,240323,330248,0.86,1.74,-9.9,18,45,29203,1,Excellent,44,Secondary,533,No,10000,0.04,Working Capital,36,Equipment,136.0,25.8,2024-08-27,Non-Performing
APP002276,Services,Central,Limited Liability,8,3,29875,29910,0.55,0.61,12.0,37,52,3584,0,No History,44,Tertiary,639,No,11879,0.4,Inventory,36,Inventory,135.7,20.5,2024-09-02,Performing
APP002277,Construction,Greater Accra,Sole Proprietorship,13,8,158432,194231,1.42,1.38,-13.1,20,41,10481,1,Fair,40,Tertiary,777,No,10158,0.06,Equipment Purchase,24,Equipment,136.4,19.5,2025-07-14,Performing
APP002278,Manufacturing,Greater Accra,Sole Proprietorship,4,4,88576,105191,2.0,0.77,-3.3,16,141,8937,0,No History,52,Secondary,490,No,114774,1.3,Working Capital,18,Property,84.1,23.0,2024-10-20,Non-Performing
APP002279,Services,Greater Accra,Limited Liability,6,1,224943,199719,1.95,2.1,1.9,11,43,14618,2,Good,34,Secondary,522,No,23632,0.11,Equipment Purchase,36,Inventory,83.1,31.9,2024-09-10,Performing
APP002280,Agriculture,Greater Accra,Partnership,4,66,170122,139304,2.68,2.67,14.2,34,31,25160,0,No History,37,Tertiary,639,No,18016,0.11,Inventory,24,Inventory,72.6,26.8,2024-09-29,Performing
APP002281,Trading,Greater Accra,Partnership,2,2,318916,289642,2.03,1.25,-0.4,15,47,25127,1,Excellent,39,Tertiary,715,No,63258,0.2,Working Capital,48,Vehicle,134.4,25.5,2025-05-18,Performing
APP002282,Trading,Greater Accra,Sole Proprietorship,9,9,252727,332839,0.86,1.17,9.5,13,150,34535,2,Fair,39,Secondary,646,No,17316,0.07,Equipment Purchase,36,None,0.0,18.0,2024-10-29,Performing
APP002283,Manufacturing,Ashanti,Sole Proprietorship,6,1,102147,115185,0.45,1.91,-0.2,20,47,8709,0,No History,58,Tertiary,568,No,94051,0.92,Inventory,36,Vehicle,65.5,21.5,2025-01-20,Non-Performing
APP002284,Agriculture,Greater Accra,Partnership,3,4,83293,68981,0.3,0.19,1.6,35,50,10965,0,No History,26,Tertiary,655,No,500000,6.0,Inventory,18,Equipment,72.2,29.7,2025-10-02,Performing
APP002285,Agriculture,Ashanti,Sole Proprietorship,2,11,343794,459330,0.43,0.92,23.0,26,95,22865,1,Fair,25,Primary,663,No,41410,0.12,Equipment Purchase,24,None,0.0,22.9,2024-10-03,Performing
APP002286,Trading,Ashanti,Partnership,13,3,644827,418675,0.3,0.62,-5.8,27,107,84890,2,Fair,25,Secondary,562,Yes,10000,0.02,Equipment Purchase,36,Inventory,143.4,32.8,2025-09-20,Performing
APP002287,Retail,Northern,Partnership,2,13,39048,48000,0.31,3.35,17.1,15,50,2403,2,Fair,50,Secondary,690,No,38067,0.97,Debt Refinancing,12,Vehicle,71.3,25.8,2025-08-23,Non-Performing
APP002288,Trading,Northern,Sole Proprietorship,7,5,28515,28377,1.21,5.0,8.0,30,35,2820,1,Good,40,Secondary,617,Yes,97729,3.43,Working Capital,36,Equipment,70.9,23.4,2025-09-22,Performing
APP002289,Manufacturing,Ashanti,Limited Liability,5,23,88441,111273,0.3,0.41,1.1,31,52,4743,2,Good,25,Secondary,471,No,88434,1.0,Vehicle Purchase,24,Inventory,141.8,22.7,2025-01-04,Performing
APP002290,Trading,Greater Accra,Limited Liability,8,28,627537,900336,1.33,1.49,-6.6,27,85,64854,2,Excellent,43,Secondary,608,Yes,138474,0.22,Equipment Purchase,36,Equipment,87.9,23.7,2025-03-13,Performing
APP002291,Services,Greater Accra,Limited Liability,11,4,629386,802486,0.63,0.5,-5.8,33,72,87160,1,Excellent,38,Secondary,571,No,33064,0.05,Working Capital,24,None,0.0,18.2,2025-07-17,Performing
APP002292,Trading,Upper East,Sole Proprietorship,0,7,59021,58889,1.07,0.59,-0.9,53,103,7712,0,No History,48,Tertiary,730,Yes,45250,0.77,Working Capital,24,Personal Guarantee,26.4,27.9,2024-07-21,Non-Performing
APP002293,Trading,Greater Accra,Sole Proprietorship,2,8,258870,190496,1.09,1.5,6.2,40,87,11930,0,No History,51,Secondary,507,No,10000,0.04,Working Capital,36,Property,94.0,25.8,2025-06-24,Performing
APP002294,Manufacturing,Greater Accra,Partnership,4,13,1912041,2534823,2.69,1.1,15.2,12,92,189409,2,Excellent,72,Secondary,578,Yes,110641,0.06,Inventory,36,Equipment,93.6,23.0,2024-09-03,Performing
APP002295,Agriculture,Greater Accra,Sole Proprietorship,12,7,187530,190274,1.12,1.49,4.4,14,96,26679,0,No History,27,Secondary,641,No,16152,0.09,Expansion,36,Property,72.2,23.6,2024-12-03,Performing
APP002296,Agriculture,Greater Accra,Cooperative,4,8,627267,418877,0.32,0.57,5.2,33,88,74025,0,No History,25,Postgraduate,825,No,73134,0.12,Working Capital,24,Inventory,142.7,27.2,2025-09-11,Performing
APP002297,Trading,Greater Accra,Sole Proprietorship,3,5,593493,740174,0.47,1.51,7.0,25,76,27955,1,Good,49,Tertiary,786,No,25053,0.04,Debt Refinancing,18,Equipment,128.6,32.1,2025-06-09,Performing
APP002298,Agriculture,Eastern,Partnership,0,8,38218,32969,1.09,3.25,13.7,47,80,3022,1,Good,53,Tertiary,616,No,54892,1.44,Inventory,36,Property,80.3,30.1,2025-06-01,Performing
APP002299,Agriculture,Greater Accra,Sole Proprietorship,3,27,90703,58412,0.83,2.37,15.7,38,94,9686,3,Excellent,26,Tertiary,649,No,156127,1.72,Working Capital,24,Personal Guarantee,21.8,24.7,2024-10-31,Performing
APP002300,Trading,Western,Partnership,7,14,186654,263644,1.13,0.35,-8.6,16,45,11333,1,Excellent,26,Secondary,671,Yes,38669,0.21,Working Capital,36,Property,69.3,20.7,2025-06-26,Performing
APP002301,Hospitality,Greater Accra,Sole Proprietorship,4,14,156755,162208,1.35,4.01,4.6,10,122,19097,0,No History,46,Postgraduate,533,Yes,28576,0.18,Working Capital,60,Equipment,107.1,18.0,2024-09-10,Performing
APP002302,Services,Greater Accra,Sole Proprietorship,3,15,439869,375148,0.49,0.51,22.7,33,38,51104,0,No History,62,Secondary,620,No,60028,0.14,Expansion,24,Personal Guarantee,7.6,24.5,2025-12-03,Performing
APP002303,Manufacturing,Northern,Sole Proprietorship,14,6,345513,430076,1.38,0.6,-7.8,15,36,22214,0,No History,31,Tertiary,735,Yes,31492,0.09,Inventory,18,Inventory,136.6,20.9,2024-11-14,Performing
APP002304,Trading,Greater Accra,Limited Liability,4,10,15000,20959,1.49,2.67,8.9,18,57,1590,0,No History,43,Secondary,632,No,23346,1.56,Equipment Purchase,48,Personal Guarantee,15.3,24.6,2025-09-20,Performing
APP002305,Technology,Central,Sole Proprietorship,5,2,47148,28301,1.14,1.54,5.9,15,63,6478,1,Good,25,Tertiary,785,Yes,387158,8.21,Inventory,18,Equipment,142.9,25.2,2025-11-09,Performing
APP002306,Trading,Ashanti,Limited Liability,3,26,15000,18286,3.23,1.22,1.2,21,71,1274,1,Excellent,39,Secondary,582,Yes,10000,0.67,Vehicle Purchase,18,Personal Guarantee,17.6,26.9,2024-10-01,Performing
APP002307,Agriculture,Greater Accra,Limited Liability,2,1,140612,181433,0.3,1.03,27.1,30,70,9791,1,Excellent,40,Tertiary,612,No,115134,0.82,Expansion,12,Inventory,105.4,19.3,2024-07-06,Performing
APP002308,Services,Upper East,Sole Proprietorship,7,6,195482,154222,2.97,1.07,8.4,19,53,24268,1,Good,59,Secondary,613,No,52281,0.27,Expansion,12,Property,122.5,20.5,2025-10-16,Performing
APP002309,Agriculture,Greater Accra,Limited Liability,1,23,160042,166549,0.77,1.1,26.1,23,50,7761,2,Excellent,33,Tertiary,509,Yes,26217,0.16,Equipment Purchase,48,Inventory,130.6,22.7,2025-08-17,Performing
APP002310,Trading,Central,Sole Proprietorship,7,1,56647,38540,0.55,2.02,8.1,20,79,7926,0,No History,50,Secondary,714,No,84744,1.5,Working Capital,18,Inventory,61.4,25.0,2024-09-22,Performing
APP002311,Manufacturing,Greater Accra,Cooperative,0,11,475126,604395,1.41,2.2,13.5,33,103,72796,0,No History,32,Postgraduate,591,No,61969,0.13,Property Purchase,12,Vehicle,107.0,24.8,2025-09-22,Performing
APP002312,Transport,Central,Partnership,6,3,384429,523865,0.64,1.09,1.1,37,49,59884,0,No History,43,Primary,641,Yes,224252,0.58,Inventory,24,None,0.0,34.3,2025-09-11,Non-Performing
APP002313,Manufacturing,Greater Accra,Sole Proprietorship,2,5,46919,32719,1.91,3.55,1.2,34,25,4312,0,No History,66,Tertiary,569,Yes,19254,0.41,Expansion,36,Property,129.8,18.0,2025-03-07,Performing
APP002314,Construction,Ashanti,Sole Proprietorship,2,19,33626,44884,0.75,1.52,12.9,45,37,3859,1,Poor,63,Tertiary,766,No,35734,1.06,Working Capital,18,Vehicle,96.7,28.4,2025-11-24,Performing
APP002315,Healthcare,Eastern,Sole Proprietorship,4,9,187138,242233,2.09,1.72,13.1,9,52,26738,1,Good,65,Tertiary,724,Yes,164654,0.88,Inventory,18,Personal Guarantee,1.4,28.2,2025-05-11,Performing
APP002316,Agriculture,Volta,Cooperative,2,1,978194,892330,0.41,3.04,15.2,38,32,65354,0,No History,46,Tertiary,624,No,48778,0.05,Expansion,24,Personal Guarantee,0.5,20.3,2025-02-25,Performing
APP002317,Trading,Northern,Sole Proprietorship,1,2,1376426,1680974,1.27,0.77,12.5,17,90,59632,1,Good,39,Postgraduate,515,No,103440,0.08,Expansion,12,Inventory,131.4,22.1,2024-07-08,Performing
APP002318,Trading,Central,Partnership,4,19,352003,211217,0.51,2.05,-8.0,18,52,30324,0,No History,45,Secondary,683,No,201753,0.57,Expansion,24,Property,77.8,31.0,2025-11-27,Performing
APP002319,Manufacturing,Northern,Sole Proprietorship,8,11,88112,126759,1.3,0.68,-1.7,7,93,12875,1,Excellent,47,Secondary,712,No,105050,1.19,Debt Refinancing,60,Personal Guarantee,5.2,21.5,2024-09-08,Performing
APP002320,Manufacturing,Greater Accra,Limited Liability,6,42,613279,671752,0.3,0.61,18.2,28,75,61701,0,No History,46,Secondary,541,No,32495,0.05,Working Capital,36,Personal Guarantee,8.7,21.6,2024-12-07,Performing
APP002321,Transport,Greater Accra,Sole Proprietorship,9,39,94569,109539,0.3,3.77,-15.5,10,94,9799,2,Good,33,Tertiary,607,No,42150,0.45,Working Capital,12,Property,69.2,24.5,2025-07-29,Performing
APP002322,Construction,Greater Accra,Partnership,1,5,77754,93164,0.75,4.48,11.5,27,97,9561,2,Good,32,Secondary,626,No,203472,2.62,Debt Refinancing,36,Property,64.8,26.0,2024-07-03,Performing
APP002323,Services,Ashanti,Partnership,4,90,15000,16578,2.16,1.71,6.7,12,139,1634,0,No History,34,Tertiary,712,Yes,69927,4.66,Working Capital,24,Personal Guarantee,26.2,28.0,2025-04-19,Performing
APP002324,Trading,Ashanti,Limited Liability,5,7,202433,277553,0.3,0.89,18.2,27,15,9420,1,Poor,54,Primary,607,No,48838,0.24,Debt Refinancing,36,Inventory,87.3,28.2,2024-09-24,Non-Performing
APP002325,Hospitality,Ashanti,Sole Proprietorship,3,2,64967,74629,2.43,1.98,13.0,37,91,6971,0,No History,56,Primary,701,Yes,87869,1.35,Working Capital,12,Property,112.4,27.1,2024-07-13,Performing
APP002326,Retail,Greater Accra,Sole Proprietorship,5,3,173585,245967,1.3,1.45,0.0,26,78,20440,1,Good,75,Tertiary,554,Yes,16577,0.1,Inventory,18,Vehicle,137.2,18.0,2025-06-12,Performing
APP002327,Hospitality,Western,Sole Proprietorship,9,1,15000,16861,2.04,2.46,-0.5,19,108,1754,1,Good,47,Tertiary,530,No,47251,3.15,Debt Refinancing,36,Inventory,148.0,23.8,2025-05-22,Non-Performing
APP002328,Agriculture,Greater Accra,Limited Liability,7,36,139681,105320,1.03,1.43,1.7,22,39,17795,1,Excellent,32,Tertiary,775,Yes,55351,0.4,Expansion,36,None,0.0,26.7,2025-08-01,Performing
APP002329,Services,Greater Accra,Sole Proprietorship,10,36,15000,21333,1.15,1.44,15.0,9,54,1535,1,Good,36,Secondary,508,No,54454,3.63,Expansion,24,Property,122.0,26.7,2025-05-30,Performing
APP002330,Agriculture,Ashanti,Partnership,6,2,420354,510084,0.84,0.62,-19.6,17,78,62215,1,Excellent,40,Postgraduate,556,Yes,40365,0.1,Working Capital,12,Equipment,145.5,21.2,2025-02-24,Performing
APP002331,Trading,Eastern,Sole Proprietorship,5,5,334897,411693,0.77,0.95,9.9,25,69,32053,1,Excellent,60,Tertiary,686,No,43967,0.13,Working Capital,48,Property,98.1,19.9,2025-03-16,Performing
APP002332,Agriculture,Eastern,Limited Liability,11,8,81546,121253,1.68,1.21,-2.6,8,39,8332,2,Good,50,Tertiary,574,No,53424,0.66,Debt Refinancing,24,Property,131.1,19.6,2024-10-27,Performing
APP002333,Services,Western,Limited Liability,5,2,287766,192134,0.41,2.06,10.3,6,47,38456,0,No History,25,Secondary,572,No,257887,0.9,Inventory,12,Equipment,144.4,25.9,2024-08-15,Performing
APP002334,Construction,Greater Accra,Partnership,13,1,60393,59531,1.02,0.84,12.1,29,117,8454,0,No History,41,Tertiary,603,Yes,10000,0.17,Working Capital,36,Personal Guarantee,1.6,28.0,2025-10-08,Performing
APP002335,Agriculture,Ashanti,Sole Proprietorship,8,5,124265,101299,0.3,4.14,-11.9,17,47,14638,2,Excellent,25,Secondary,436,Yes,120447,0.97,Inventory,24,Equipment,88.6,24.6,2025-07-09,Non-Performing
APP002336,Trading,Greater Accra,Sole Proprietorship,3,5,464649,542423,0.31,1.4,5.3,23,95,25632,3,Good,49,Postgraduate,715,No,54898,0.12,Equipment Purchase,18,Vehicle,126.6,19.7,2024-09-05,Performing
APP002337,Manufacturing,Ashanti,Sole Proprietorship,4,5,15000,19891,0.94,0.41,9.9,29,29,1197,3,Fair,33,Tertiary,634,No,56285,3.75,Expansion,36,Inventory,88.4,24.7,2024-11-20,Performing
APP002338,Trading,Ashanti,Sole Proprietorship,11,9,104677,153841,0.6,1.11,9.1,22,53,4440,0,No History,34,Tertiary,551,No,39886,0.38,Working Capital,24,Inventory,61.5,20.2,2025-10-10,Performing
APP002339,Agriculture,Greater Accra,Partnership,9,30,110874,111886,0.86,2.28,6.5,31,46,8365,1,Good,25,Tertiary,474,No,98894,0.89,Equipment Purchase,24,Personal Guarantee,24.2,21.1,2025-12-01,Non-Performing
APP002340,Manufacturing,Greater Accra,Partnership,8,5,167177,218600,0.47,1.13,-6.7,14,71,18126,0,No History,51,Primary,503,Yes,154849,0.93,Equipment Purchase,36,Vehicle,74.8,22.5,2025-09-01,Non-Performing
APP002341,Construction,Upper East,Limited Liability,7,8,1122247,1599590,1.55,0.61,-4.8,24,46,153330,0,No History,56,Tertiary,484,No,10000,0.01,Expansion,24,Property,88.9,20.8,2025-05-04,Performing
APP002342,Agriculture,Upper East,Sole Proprietorship,2,15,29573,35930,0.33,0.99,-8.5,6,47,3261,0,No History,33,Tertiary,639,No,485988,16.43,Expansion,12,Property,142.0,19.5,2025-10-13,Non-Performing
APP002343,Agriculture,Ashanti,Partnership,2,12,54064,44249,3.03,0.82,14.6,21,141,2421,2,Excellent,40,Tertiary,640,No,69156,1.28,Equipment Purchase,60,Inventory,78.8,30.2,2025-06-04,Performing
APP002344,Trading,Greater Accra,Partnership,6,3,17966,20608,2.35,2.02,6.6,10,45,1277,1,Excellent,36,Secondary,672,Yes,66815,3.72,Working Capital,18,Personal Guarantee,26.8,18.0,2025-07-13,Performing
APP002345,Technology,Greater Accra,Partnership,3,8,1395573,2055618,1.42,0.8,7.4,52,101,152630,0,No History,39,Tertiary,682,Yes,14850,0.01,Working Capital,60,Property,98.0,21.6,2025-09-20,Performing
APP002346,Services,Ashanti,Sole Proprietorship,4,12,108998,162276,0.3,0.23,-12.5,18,95,13634,1,Good,32,Tertiary,673,No,33826,0.31,Working Capital,12,Property,142.6,23.1,2025-01-08,Performing
APP002347,Construction,Volta,Partnership,4,2,115408,135964,0.86,0.75,7.6,13,78,16615,1,Good,28,Primary,750,No,233063,2.02,Debt Refinancing,24,Inventory,138.9,28.9,2025-08-28,Performing
APP002348,Trading,Greater Accra,Partnership,7,26,168102,235055,1.48,2.8,15.6,18,65,26243,1,Good,58,Tertiary,721,No,64130,0.38,Debt Refinancing,36,Property,97.4,25.2,2024-10-20,Performing
APP002349,Services,Eastern,Limited Liability,6,30,314306,245257,1.97,1.95,-14.1,18,71,46207,0,No History,25,Postgraduate,701,No,90740,0.29,Inventory,48,None,0.0,22.9,2024-10-13,Performing
APP002350,Agriculture,Greater Accra,Limited Liability,9,3,172846,141987,1.96,0.29,1.6,9,51,16606,0,No History,48,Tertiary,640,No,37752,0.22,Working Capital,36,Property,143.0,21.0,2025-09-12,Performing
APP002351,Services,Upper West,Sole Proprietorship,6,8,3513420,5121156,1.7,2.64,-10.8,35,54,455450,1,Good,45,Secondary,681,Yes,429667,0.12,Inventory,18,Equipment,116.9,28.6,2025-05-01,Performing
APP002352,Technology,Ashanti,Sole Proprietorship,6,14,392854,283527,0.3,3.16,3.0,37,54,27053,0,No History,61,Tertiary,585,No,51366,0.13,Working Capital,18,Property,102.8,20.8,2025-02-09,Performing
APP002353,Services,Eastern,Partnership,5,4,83813,64703,0.43,2.11,-2.8,52,65,3994,0,No History,39,Secondary,601,Yes,185444,2.21,Expansion,24,Vehicle,107.8,24.8,2025-04-09,Non-Performing
APP002354,Transport,Greater Accra,Partnership,10,11,82981,81196,1.73,0.66,12.6,38,102,3867,0,No History,37,Tertiary,766,No,51468,0.62,Inventory,12,Vehicle,65.7,23.3,2025-12-11,Performing
APP002355,Construction,Western,Sole Proprietorship,5,8,121906,137830,0.63,2.83,10.0,35,121,8406,0,No History,32,Tertiary,572,Yes,84756,0.7,Working Capital,36,Personal Guarantee,24.2,25.9,2025-10-26,Performing
APP002356,Agriculture,Greater Accra,Limited Liability,3,1,18790,21485,1.25,1.2,23.5,27,55,836,0,No History,46,Primary,566,No,85152,4.53,Expansion,48,Inventory,86.3,30.3,2025-04-01,Performing
APP002357,Transport,Greater Accra,Cooperative,7,11,170729,147301,3.17,0.81,7.4,26,42,24249,1,Good,33,Secondary,589,No,150929,0.88,Working Capital,24,Property,84.3,26.8,2025-04-22,Performing
APP002358,Agriculture,Volta,Limited Liability,4,2,291701,416710,0.61,1.2,12.1,20,96,28817,2,Excellent,28,Secondary,573,No,125338,0.43,Equipment Purchase,24,Property,124.4,23.5,2025-05-28,Performing
